EVENT	HeLa_CNTRL	HeLa_CNTRL_A	HeLa_CNTRL_B	HeLa_CNTRL_C	HeLa_SON	HeLa_SON_A	HeLa_SON_B	HeLa_SON_C	HeLa_SRRM2	HeLa_SRRM2_A	HeLa_SRRM2_B	HeLa_SRRM2_C	HepG2_CNTRL	HepG2_CNTRL_A	HepG2_CNTRL_B	HepG2_CNTRL_C	HepG2_MARS	HepG2_MARS_Aa	HepG2_MARS_Ab	HepG2_MARS_Ba	HepG2_MARS_Bb	HepG2_MARS_Ca	HepG2_MARS_Cb	HepG2_RARS	HepG2_RARS_A	HepG2_RARS_B	HepG2_RARS_C	HepG2_SRRM2	HepG2_SRRM2_Aa	HepG2_SRRM2_Ab	HepG2_SRRM2_Ba	HepG2_SRRM2_Bb	HepG2_SRRM2_Ca	HepG2_SRRM2_Cb
SEC16A=HsaEX0056828	NA	NA	NA	NA	21.21	NA	NA	NA	NA	NA	NA	NA	73.80	75.09	75.70	68.66	70.04	60.66	62.04	82.61	68.12	70.11	81.36	69.21	68.25	72.38	65.79	81.09	87.05	75.95	76.74	68.42	86.78	86.44
SEC16A=HsaEX0056829	56.25	NA	NA	NA	NA	NA	NA	NA	64.29	NA	NA	NA	40.05	35.09	39.02	48.96	47.10	36.51	36.23	48.57	37.78	54.59	68.33	39.88	44.15	30.86	47.76	49.84	43.86	46.76	50.65	50.00	55.00	53.57
SEC16A=HsaEX0056825	100.00	100.00	100.00	100.00	33.86	34.07	31.09	35.66	96.65	100.00	100.00	91.89	97.04	96.12	96.76	98.56	98.09	98.33	98.18	100.00	100.00	96.29	97.71	97.97	98.32	98.28	96.72	98.97	98.46	97.47	100.00	100.00	98.65	100.00
SEC16A=HsaEX6064035	100.00	100.00	100.00	100.00	46.98	52.02	47.74	40.85	96.92	100.00	NA	92.86	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
SEC16A=HsaEX6064036	96.97	91.78	100.00	100.00	26.58	31.41	26.48	20.96	97.47	100.00	100.00	93.10	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00
SEC16A=HsaEX0056833	62.60	56.66	73.91	NA	7.47	7.08	7.18	8.27	50.82	42.11	57.14	52.38	99.46	98.40	100.00	100.00	99.69	100.00	100.00	100.00	100.00	100.00	98.81	100.00	100.00	100.00	100.00	99.32	100.00	100.00	97.22	100.00	98.18	100.00
SEC16A=HsaEX0056834	77.38	74.91	77.14	80.49	17.43	17.81	17.80	16.55	64.71	56.00	58.14	76.67	100.00	100.00	100.00	100.00	99.26	97.26	97.30	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.63	100.00	100.00	96.49	100.00	100.00	100.00
SEC16A=HsaEX0056835	93.90	92.57	95.77	93.55	44.24	41.32	45.02	46.26	88.69	86.60	87.10	91.96	99.79	100.00	99.47	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.69	100.00	100.00	97.30	100.00	100.00	100.00
DPH7=HsaEX0071398	50.00	58.62	34.78	NA	32.76	28.57	26.32	44.44	40.87	37.78	35.48	48.72	35.28	32.62	36.14	36.45	29.08	26.58	32.31	36.51	14.29	33.93	31.31	40.14	34.96	39.30	48.48	41.10	28.21	43.48	44.00	36.36	46.67	57.14
DPH7=HsaEX0071399	93.44	91.69	89.54	100.00	70.94	73.68	67.62	71.48	88.16	84.24	92.33	89.26	97.64	97.31	97.03	98.73	97.56	100.00	93.37	100.00	96.98	95.84	100.00	99.28	99.03	98.97	100.00	95.79	100.00	94.62	100.00	89.51	96.00	93.47
DPH7=HsaEX0071400	18.77	NA	13.12	20.00	12.84	11.11	2.85	23.01	14.53	17.17	NA	15.11	12.31	11.51	6.85	18.34	13.03	20.73	9.90	12.82	28.17	3.77	8.74	10.73	13.12	6.71	12.53	9.13	4.45	8.48	11.98	3.82	16.61	14.15
DPH7=HsaEX0071401	90.67	91.48	90.57	89.86	74.25	76.92	68.99	76.62	82.72	77.73	87.47	82.70	95.09	97.44	94.64	93.57	96.78	100.00	94.55	100.00	93.65	96.26	97.39	97.37	98.14	97.06	96.86	96.33	100.00	95.17	100.00	92.94	96.50	93.56
DPH7=HsaEX0071402	96.46	94.49	97.95	97.38	82.68	86.42	78.16	82.68	91.79	90.63	90.22	94.27	95.85	96.92	95.50	95.41	97.41	100.00	91.94	100.00	97.55	97.14	98.27	98.02	96.54	98.72	98.69	96.25	96.40	96.18	100.00	92.62	97.38	95.21
NACC2=HsaEX0041552	71.20	63.81	NA	NA	NA	NA	NA	NA	77.46	NA	NA	NA	85.56	87.77	85.10	84.08	96.55	NA	NA	NA	NA	NA	NA	93.73	NA	NA	97.76	89.45	NA	NA	95.41	NA	NA	NA
NACC2=HsaEX0041551	86.85	80.61	NA	NA	NA	NA	NA	NA	87.49	NA	NA	NA	88.04	88.60	88.92	86.63	97.57	NA	NA	NA	NA	NA	NA	94.88	NA	NA	98.51	89.74	NA	NA	96.19	NA	NA	NA
MINDY3=HsaEX0024276	92.31	88.68	100.00	88.91	78.18	77.14	78.95	78.38	76.67	76.19	84.62	73.08	78.59	68.93	85.01	78.33	86.76	80.49	83.05	100.00	100.00	90.62	80.00	78.09	61.60	91.45	82.46	91.31	93.48	94.59	93.33	87.10	91.30	86.11
PARD3=HsaEX0045505	89.52	90.30	87.28	90.89	89.31	89.40	88.54	90.02	90.64	85.43	96.13	92.08	78.23	71.23	83.67	79.98	80.90	86.52	82.85	79.15	76.79	79.42	80.92	76.50	75.81	78.19	74.83	78.25	88.10	80.73	75.73	72.06	83.46	70.91
PARD3=HsaEX0045508	43.98	45.81	43.45	42.35	56.34	56.23	56.59	56.17	46.53	50.35	50.92	41.17	36.91	34.53	38.06	37.83	39.50	41.59	33.83	36.55	31.84	54.06	36.94	38.61	38.30	38.19	39.56	39.04	41.23	38.20	45.33	50.15	33.95	32.30
NRBF2=HsaEX0043750	31.12	55.51	18.91	28.96	26.62	26.00	NA	27.14	17.28	NA	NA	9.61	2.61	1.39	2.18	4.67	2.35	1.79	2.72	1.66	NA	1.79	3.70	3.05	3.34	3.80	2.16	3.95	4.21	4.16	0.99	7.54	2.80	4.85
HERC4=HsaEX0029786	11.68	9.73	10.30	14.87	18.71	17.76	19.53	18.70	10.12	4.74	8.56	17.11	2.65	0.00	4.52	2.91	4.08	0.00	7.25	0.00	NA	0.00	0.00	0.00	0.00	0.00	0.00	1.07	0.00	0.00	NA	NA	5.19	0.00
CAMK2G=HsaEX0012233	9.22	10.63	7.30	9.71	3.28	1.49	4.54	3.91	6.79	5.53	8.33	6.68	31.10	40.07	25.36	30.52	46.23	45.18	39.86	53.61	53.38	38.07	46.65	25.20	23.12	28.30	25.68	31.20	31.25	11.50	26.20	33.68	54.46	37.16
CAMK2G=HsaEX0012235	86.67	88.89	92.86	76.92	93.59	88.57	95.45	100.00	90.60	84.00	90.48	96.49	86.74	91.38	82.40	86.78	83.09	94.44	86.96	80.00	92.59	81.82	73.53	75.54	74.05	77.39	75.41	88.35	85.51	83.05	94.59	95.00	86.05	90.16
CAMK2G=HsaEX0012238	97.44	100.00	92.00	100.00	88.76	85.71	88.57	92.31	92.46	100.00	74.92	100.00	99.17	100.00	100.00	97.70	100.00	100.00	100.00	100.00	100.00	100.00	100.00	96.68	98.61	98.47	93.20	100.00	100.00	100.00	100.00	100.00	100.00	100.00
GLUD1=HsaEX0027744	NA	NA	NA	NA	23.08	NA	NA	NA	NA	NA	NA	NA	20.00	NA	NA	4.35	8.57	NA	NA	NA	NA	NA	NA	21.19	13.31	NA	NA	10.73	13.04	2.70	NA	NA	NA	16.63
GLUD1=HsaEX0027745	NA	NA	NA	NA	26.67	NA	NA	NA	NA	NA	NA	NA	32.35	26.67	NA	NA	26.76	NA	NA	NA	NA	NA	NA	44.16	NA	NA	NA	21.24	NA	22.73	NA	NA	NA	NA
FRA10AC1=HsaEX0008842	73.25	78.64	70.18	NA	62.03	61.60	60.92	63.46	62.87	NA	63.41	62.04	55.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.32	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADD3=HsaEX0002804	61.15	63.28	59.93	60.42	52.13	53.88	48.33	53.86	65.92	68.09	65.37	64.68	35.30	26.42	43.49	33.28	37.68	38.42	39.97	27.17	37.19	39.52	38.60	29.34	30.99	31.70	25.67	40.51	44.26	44.26	41.15	32.03	36.84	36.92
TCF7L2=HsaEX0064191	25.00	NA	NA	NA	23.81	NA	NA	NA	NA	NA	NA	NA	22.40	13.60	25.37	28.97	27.27	31.25	26.09	NA	22.58	28.89	28.12	29.01	31.11	32.00	22.22	36.00	NA	NA	NA	NA	27.66	12.20
TCF7L2=HsaEX0064195	20.00	27.78	13.04	NA	10.81	9.09	NA	12.00	17.24	NA	NA	16.67	20.51	22.45	18.97	20.33	29.07	36.84	20.00	20.00	32.15	28.83	33.33	27.46	29.20	24.37	30.77	29.83	34.69	22.81	15.38	NA	38.52	25.93
TCF7L2=HsaEX0064196	15.23	31.18	0.00	NA	25.50	23.08	NA	NA	13.01	NA	NA	14.65	13.04	10.59	17.79	6.51	23.10	23.18	27.51	35.55	16.07	26.47	15.46	16.07	12.49	16.94	21.47	17.37	7.30	16.37	23.03	NA	17.98	20.38
TCF7L2=HsaEX0064197	31.10	NA	NA	NA	17.14	NA	NA	NA	22.50	NA	NA	20.32	16.81	20.02	15.98	13.78	19.38	6.33	35.02	38.55	25.34	13.53	11.02	12.99	8.44	16.78	14.63	29.85	NA	28.13	29.72	NA	26.78	23.48
MKI67=HsaEX6091117	8.33	8.11	10.20	7.25	14.52	9.43	22.58	15.00	18.47	12.50	19.15	22.58	94.11	94.00	90.39	98.15	88.11	91.11	100.00	87.88	91.67	89.38	82.68	93.37	93.69	93.48	92.70	87.50	84.31	91.67	93.33	92.31	83.05	85.71
MKI67=HsaEX6091118	13.59	11.39	18.52	12.33	31.17	25.00	38.46	33.33	27.68	23.64	30.91	28.36	93.90	94.57	90.30	97.99	84.97	89.47	NA	84.62	89.47	85.57	79.82	93.17	93.83	93.26	91.80	85.05	83.67	91.30	91.67	NA	72.22	85.71
MKI67=HsaEX0039359	30.78	30.27	37.22	26.01	49.96	46.38	54.74	50.92	42.17	39.16	44.14	43.04	94.99	95.37	92.28	98.35	87.95	90.29	100.00	NA	90.85	90.42	83.38	93.85	94.43	94.57	91.15	86.72	83.12	92.50	92.76	NA	79.01	89.44
LRRC27=HsaEX0036553	32.48	28.61	39.17	32.16	9.02	6.20	8.98	12.21	23.00	20.86	17.50	29.24	29.00	16.60	45.74	26.55	17.32	6.56	11.23	NA	25.28	NA	NA	24.85	12.58	37.77	NA	16.81	10.81	22.61	NA	4.35	35.86	NA
PAOX=HsaEX0045385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.07	8.12	2.44	0.00	5.40	2.00	5.46	0.00	0.00	NA	26.42	4.40	2.44	1.69	8.20	4.65	1.89	4.85	0.00	0.00	NA	12.99
PPRC1=HsaEX0049838	93.87	88.24	100.00	94.12	61.71	59.31	63.03	63.24	92.42	86.27	95.40	94.81	92.86	94.72	92.02	92.15	96.92	96.00	100.00	96.92	93.34	96.75	97.55	93.69	96.60	92.57	91.36	95.26	100.00	90.24	90.24	100.00	97.18	95.24
PPRC1=HsaEX0049840	99.20	100.00	97.73	100.00	92.65	90.91	89.61	97.50	91.07	89.62	92.95	90.49	88.75	90.16	91.30	82.82	92.19	90.77	89.66	96.72	84.00	92.31	96.75	84.94	93.14	78.89	81.25	91.95	93.85	91.55	92.00	86.81	94.59	94.37
PPRC1=HsaEX0049841	100.00	100.00	100.00	100.00	97.46	94.05	100.00	100.00	91.86	91.91	89.43	94.30	88.90	93.60	90.84	81.94	95.39	100.00	89.09	100.00	100.00	89.57	96.52	80.38	85.71	75.62	79.41	90.49	100.00	88.25	88.89	80.65	96.73	93.24
PPRC1=HsaEX0049842	100.00	100.00	100.00	100.00	88.88	81.93	100.00	86.88	71.46	NA	65.75	84.69	92.73	95.21	94.17	88.27	94.91	90.43	95.40	94.74	98.54	92.00	96.83	90.54	89.12	91.12	91.79	92.30	97.91	89.02	92.08	88.71	97.82	89.86
PPRC1=HsaEX0049843	100.00	100.00	100.00	100.00	91.12	89.59	100.00	86.18	62.48	NA	62.35	74.86	98.94	98.85	98.74	99.34	98.99	94.40	100.00	100.00	100.00	99.23	99.17	98.65	97.07	99.37	100.00	98.79	98.20	98.64	100.00	100.00	98.56	97.43
PDCD11=HsaEX0046122	99.34	99.34	99.26	99.42	79.59	78.97	78.18	81.57	99.35	99.48	99.10	99.42	98.62	98.47	99.38	97.90	99.33	100.00	100.00	100.00	98.00	100.00	98.52	99.19	99.58	99.36	98.45	99.28	100.00	97.95	99.18	99.24	99.20	100.00
PGAP2=HsaEX0046785	19.62	NA	31.55	NA	NA	NA	NA	NA	32.77	NA	NA	NA	7.48	8.40	6.26	7.98	5.00	3.21	2.33	5.44	5.70	8.75	4.19	6.78	4.20	12.57	4.29	6.63	7.23	9.01	3.91	4.60	8.93	5.28
ZNF215=HsaEX0073193	66.04	NA	NA	NA	89.19	NA	NA	NA	85.19	92.31	NA	83.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DGKZ=HsaEX0019472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.43	NA	NA	NA	8.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DGKZ=HsaEX0019473	NA	NA	NA	NA	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.05	NA	NA	NA	NA	NA	NA
SLC43A1=HsaEX0059685	49.09	NA	NA	NA	NA	NA	NA	NA	48.72	NA	NA	NA	78.21	72.51	80.16	81.73	74.75	77.27	81.82	78.45	67.72	76.25	69.57	77.16	77.04	75.97	78.76	83.30	85.15	80.95	84.39	81.76	86.32	81.25
C11orf49=HsaEX0008998	94.24	93.01	NA	NA	95.90	100.00	NA	NA	93.04	NA	92.08	89.04	71.49	74.58	67.00	75.81	78.55	78.38	87.88	78.26	80.77	69.70	76.81	76.67	76.92	75.65	77.53	72.92	73.33	72.50	72.09	58.73	73.33	91.67
ARFGAP2=HsaEX0005317	73.25	73.20	72.65	74.00	33.61	32.43	34.12	34.12	73.48	72.34	78.38	71.17	96.31	92.86	97.10	99.02	97.98	100.00	97.83	100.00	92.54	98.66	100.00	95.66	95.52	98.21	92.96	97.77	97.47	97.22	95.74	96.61	100.00	100.00
ARFGAP2=HsaEX0005319	70.17	72.42	71.22	66.40	36.17	36.71	33.33	38.32	63.43	61.74	73.33	58.62	94.41	89.23	96.43	96.96	96.00	94.78	98.20	98.55	90.42	96.13	98.78	94.13	94.86	96.20	91.13	96.33	95.24	97.62	100.00	89.66	93.55	100.00
ARFGAP2=HsaEX0005320	63.65	66.67	65.78	57.69	25.78	29.87	24.71	23.40	51.75	48.94	61.19	48.80	94.13	90.10	95.94	95.69	92.33	90.55	96.92	94.56	83.96	93.55	95.74	92.68	93.58	94.56	89.56	95.76	93.20	97.85	100.00	88.89	92.69	100.00
ARFGAP2=HsaEX0005321	41.97	45.05	34.84	45.88	9.17	15.49	5.26	7.32	36.29	27.27	49.15	35.71	91.57	88.89	93.22	92.09	94.66	95.00	97.08	98.43	85.11	95.40	96.47	90.47	93.69	90.66	86.41	95.09	95.24	97.01	100.00	84.91	95.00	97.40
ARFGAP2=HsaEX0005322	53.44	55.96	43.38	60.00	17.41	18.31	13.58	20.00	46.34	40.00	61.11	42.40	90.32	84.40	91.70	94.44	93.11	90.57	95.31	98.02	81.53	94.77	95.74	89.01	92.71	89.32	84.21	92.88	93.85	96.30	95.24	84.31	90.32	96.83
ARFGAP2=HsaEX0005324	86.95	90.05	81.06	89.11	58.90	56.00	56.00	63.49	84.94	87.59	86.47	82.00	98.28	95.43	100.00	99.03	97.85	95.96	100.00	98.00	94.23	98.61	100.00	94.44	96.85	97.18	87.73	100.00	100.00	100.00	100.00	100.00	100.00	100.00
CELF1=HsaEX0014508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.39	NA	28.05	NA	NA	NA	NA	13.24	13.69	NA	NA	23.73	21.82	NA	NA	16.08	NA	NA
CELF1=HsaEX1008164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43	NA	3.42	NA	13.24	26.40	29.06	14.60	NA	4.39	NA	NA	NA	NA	NA	9.58	4.94	19.68	6.29	3.43	3.77
CELF1=HsaEX0014507	15.15	12.16	13.21	21.41	14.95	14.78	15.03	15.06	15.50	16.50	19.09	12.23	4.59	3.64	4.74	5.33	7.82	14.64	3.14	10.00	11.71	7.81	5.53	3.44	3.39	3.56	3.35	4.29	7.66	6.62	2.33	0.00	0.89	3.35
CCDC82=HsaEX1007502	NA	4.05	3.24	1.47	1.23	1.54	1.57	0.51	1.37	1.35	2.15	0.66	27.87	30.30	15.64	40.08	15.20	NA	NA	NA	NA	5.00	11.65	24.29	26.09	16.22	28.66	NA	NA	NA	NA	NA	NA	NA
CCDC82=HsaEX0013458	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.28	26.14	19.91	32.64	10.32	NA	NA	NA	NA	8.25	10.40	15.18	11.90	22.20	13.10	11.57	10.90	17.00	NA	NA	NA	12.44
CCDC82=HsaEX0013459	74.29	65.56	80.82	79.64	79.59	85.25	74.93	77.48	79.55	79.86	81.61	77.59	94.23	95.72	93.79	93.13	83.25	NA	89.89	NA	NA	76.94	84.37	90.37	95.26	86.94	89.89	87.01	88.88	89.41	NA	79.36	93.47	90.51
CCDC82=HsaEX0013460	72.55	65.03	80.67	75.21	77.72	83.70	72.23	76.25	79.30	80.44	80.67	77.32	95.51	96.14	96.50	93.88	87.94	91.81	94.09	NA	80.69	84.58	90.52	91.71	96.22	89.49	91.27	87.88	83.33	88.51	NA	84.59	91.18	96.70
CAPN5=HsaEX6003877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.12	NA	NA	NA	NA	NA	NA
TTC12=HsaEX0067745	100.00	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA	81.96	79.17	71.43	100.00	96.91	NA	NA	NA	NA	100.00	NA	95.57	94.09	90.90	100.00	92.11	91.26	91.48	NA	NA	NA	NA
TTC12=HsaEX0067748	21.18	21.95	26.67	14.75	25.79	33.33	17.39	25.42	36.36	35.59	34.25	39.39	0.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	0.00	NA	NA	NA	NA	NA	NA
ATM=HsaEX0006717	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.90	100.00	100.00	89.69	96.23	NA	NA	NA	NA	100.00	NA	89.94	86.67	87.50	100.00	96.83	NA	NA	NA	NA	NA	100.00
SLX4IP=HsaEX0010525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.09	100.00	91.67	100.00	97.94	NA	NA	NA	NA	100.00	100.00	92.70	88.46	91.30	100.00	93.81	NA	84.00	NA	NA	100.00	NA
SLX4IP=HsaEX0010519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.61	78.95	95.45	87.10	100.00	100.00	NA	NA	NA	NA	NA	92.41	93.33	90.00	93.10	93.44	NA	NA	NA	NA	NA	NA
SLX4IP=HsaEX0010520	NA	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	92.81	92.98	87.23	100.00	91.11	NA	NA	NA	NA	NA	84.62	87.50	86.67	87.50	88.57	94.81	NA	NA	NA	NA	NA	NA
P4HA3=HsaEX1026822	18.52	NA	NA	NA	4.92	5.56	NA	NA	15.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HYOU1=HsaEX0030778	98.93	99.08	98.52	99.18	83.74	80.75	82.14	87.74	98.42	98.45	98.45	98.38	99.72	99.73	99.82	99.57	99.93	100.00	99.77	100.00	100.00	100.00	99.82	99.85	100.00	99.83	99.66	99.82	99.87	99.50	100.00	99.80	99.84	100.00
TKFC=HsaEX0018479	20.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.22	15.22	20.25	11.67	7.78	5.71	2.33	7.87	8.43	10.11	10.91	16.56	20.39	18.58	10.91	7.81	9.86	11.11	6.52	12.09	3.61	4.50
EML3=HsaEX0022353	100.00	100.00	100.00	100.00	65.00	NA	NA	NA	87.76	NA	NA	92.00	100.00	100.00	100.00	100.00	98.98	100.00	100.00	100.00	100.00	100.00	93.48	100.00	100.00	100.00	100.00	98.74	100.00	98.52	100.00	97.98	95.83	100.00
EML3=HsaEX0022350	74.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.39	100.00	100.00	98.00	99.43	100.00	100.00	96.08	100.00	100.00	100.00	98.39	100.00	100.00	93.75	98.95	95.24	100.00	100.00	100.00	100.00	100.00
PLCH2=HsaEX0048139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.24	23.08	23.81	NA	NA	NA	NA
CCDC15=HsaEX0013083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.19	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	91.27	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA
CCDC15=HsaEX0013084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.23	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA
CCDC15=HsaEX6005414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM25=HsaEX0065755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.00	95.96	95.48	100.00	94.60	100.00	100.00	100.00	89.56	79.32	100.00	94.53	89.45	96.01	100.00	97.81	100.00	96.88	100.00	90.15	100.00	100.00
LSM14B=HsaEX0036844	92.24	89.79	90.07	100.00	78.39	NA	80.50	NA	95.81	100.00	100.00	87.66	98.00	96.91	98.61	98.34	99.82	100.00	100.00	100.00	100.00	99.59	99.64	98.78	98.00	99.47	99.06	99.49	99.58	100.00	98.70	100.00	98.99	99.49
LSM14B=HsaEX0036845	46.12	40.65	46.27	55.56	38.91	39.78	31.91	44.03	37.01	39.13	31.43	39.13	32.50	35.07	30.00	33.62	35.73	32.63	28.67	33.07	38.52	39.04	38.74	28.79	29.14	30.51	26.25	26.02	20.36	20.81	34.33	26.77	27.89	31.50
LSM14B=HsaEX0036847	90.99	90.54	90.52	92.09	74.44	73.94	73.21	76.09	89.43	91.72	89.78	87.10	93.26	95.49	93.96	89.79	95.57	98.51	96.21	97.42	96.52	94.87	92.42	88.73	87.25	88.71	90.64	97.61	96.94	96.48	100.00	97.39	97.46	98.55
TRPT1=HsaEX0067439	NA	NA	NA	NA	NA	NA	NA	NA	77.46	NA	NA	NA	50.68	49.86	48.62	53.33	57.99	56.42	59.12	61.90	57.15	51.84	61.60	45.83	53.08	46.14	39.64	45.79	41.17	42.98	47.87	47.55	58.64	44.02
PLCB3=HsaEX0048072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.28	87.93	93.18	NA	95.36	85.00	NA	NA	100.00	NA	NA	86.61	NA	87.69	NA	95.21	100.00	NA	NA	NA	NA	NA
DCUN1D2=HsaEX0018785	61.29	NA	NA	NA	51.35	NA	NA	NA	75.00	NA	NA	NA	53.51	61.64	59.49	39.47	78.57	NA	NA	NA	NA	NA	NA	55.67	50.00	56.25	60.00	50.00	NA	NA	NA	NA	NA	NA
TMCO3=HsaEX0065302	NA	NA	NA	NA	93.94	NA	NA	NA	73.91	NA	NA	NA	84.77	87.94	83.03	83.51	89.91	85.22	90.47	100.00	91.59	85.54	91.24	86.17	89.85	85.74	82.09	90.46	88.37	88.19	96.88	91.12	93.43	89.33
TMCO3=HsaEX0065303	NA	NA	NA	NA	79.10	NA	NA	NA	69.57	NA	NA	NA	69.63	69.07	71.64	67.40	67.23	62.19	76.91	70.21	54.88	60.99	74.71	63.06	68.28	60.55	58.91	70.97	73.07	68.95	76.15	71.99	62.17	75.47
TMCO3=HsaEX0065299	74.20	67.37	93.15	70.39	88.77	87.68	90.23	88.59	90.52	83.33	92.31	94.12	95.40	94.39	95.18	96.73	99.04	98.43	100.00	100.00	100.00	97.98	98.27	97.33	97.34	97.83	96.75	95.24	96.91	94.87	83.63	96.19	98.96	97.10
TMCO3=HsaEX0065301	100.00	100.00	NA	NA	100.00	100.00	100.00	100.00	98.76	NA	NA	NA	85.57	86.37	87.13	82.71	87.49	86.10	84.60	97.44	78.59	86.11	92.57	84.99	90.11	86.22	78.04	89.42	90.09	90.53	90.87	83.79	92.98	87.04
TMEM218=HsaEX0065723	2.94	0.00	3.70	4.57	2.56	NA	NA	NA	8.18	NA	NA	3.21	16.55	17.08	11.75	19.26	12.82	12.14	13.38	13.49	7.51	10.92	16.08	11.59	3.21	16.18	14.65	16.27	18.98	19.33	24.69	14.00	10.92	9.39
EEF1AKMT1=HsaEX0041444	51.22	58.54	43.75	49.15	55.68	60.00	54.93	52.54	63.24	55.10	70.21	64.04	53.51	57.65	57.14	47.50	65.50	70.67	64.23	65.52	69.23	63.16	62.22	43.62	40.37	47.90	43.71	53.12	48.39	58.26	47.47	53.09	56.96	61.70
EEF1AKMT1=HsaEX0041445	85.37	86.11	80.77	90.00	77.93	82.22	71.43	81.82	87.76	95.35	86.05	83.61	89.07	81.13	90.70	93.01	88.37	91.30	86.36	93.48	90.48	83.67	85.71	87.34	84.15	82.86	94.12	86.65	86.67	90.21	86.14	89.19	77.27	87.88
KIAA1328=HsaEX0034033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.66	13.04	NA	NA	3.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	NA	NA	NA
KIAA1328=HsaEX0034037	11.70	NA	NA	16.06	7.56	8.42	NA	6.58	19.14	NA	NA	18.36	28.14	18.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.83	NA	NA	NA	38.24	NA	NA	NA	NA	NA	NA
HNMT=HsaEX0030269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.09	6.69	11.17	6.91	13.56	15.66	18.62	14.10	17.70	7.09	8.06	8.29	6.09	9.21	10.17	15.06	18.39	18.60	21.59	19.81	9.14	7.37
CCDC102B=HsaEX1007230	0.00	NA	NA	NA	NA	NA	NA	NA	0.00	NA	NA	NA	11.02	NA	NA	NA	9.20	NA	NA	NA	NA	NA	NA	8.86	0.00	NA	NA	18.23	NA	NA	NA	NA	NA	NA
